Gene_name	FeAnBF	FeAnO	FeAnSF	FeAtO	FeAtSF	FeBrBF	FeBrO	FeBrSF	FeFLO	FeFLSF	FeHLBF	FeHLO	FeHLSF	FeMLO	FeMLSF	FeOsSF	FeOvO	FeOvSF	FePaSF	FeRsBF	FeRsSF	MaAn	MaAT	MaBr	MaFL	MaHL	MaML	MaRs
Gr1	0.677528008	0.627429463	0.66585474	0.137619751	0.06626271	0.097821107	0.090586588	0.161275409	0.045498224	0.09707275	0.061553829	0.41955832	0.049106787	0.033027665	0.054781145	0.077359968	1.269516329	1.171985761	1603.662264	247.1755823	249.8206804	1.227316335	0.004307667	0.245687534	0.184851595	0.050454797	0.070119727	107.7832466
Gr10	0.004823642	0.020136779	0.009525793	0	0.025120975	0.030428791	0.014089206	0.044757131	0.104538801	0.080294024	0.069143009	0.032821803	0.077570692	0.125211808	0.044305541	15.6781326	0	0	0.066825515	8.686425429	7.479119104	0.018246684	0.030484302	0	0.286546825	0.109302953	0.297732353	8.168884274
Gr11	0.661738534	0.63226192	0.585915857	0.339568324	0.210334733	0.661440795	0.428765226	0.469462308	0.557492976	0.448195807	0.84166982	0.614670725	0.602527255	0.645158182	0.577848816	1.208913275	0.240691896	0.345706902	0.451921948	2.180166695	1.386869853	0.220351689	0.067316382	0.29995217	0.722172866	0.573748223	0.698554297	1.31352704
Gr13	0.436720048	0.29459137	0.417197414	0.088934728	0.018491045	0.327569887	0.24112004	0.28944279	0.060020012	0.09850452	0.06107357	0.069690583	0.041110643	0.055299423	0.097836864	12.48636115	1.817174991	0.447771234	0.503066079	3.411603433	5.912020877	0.292122805	0.033658221	0.219393553	0.068778509	0.120683214	0.109577069	4.305834193
Gr14	0.069278166	0.054226652	0.06840563	0.052584167	0.007516514	0.307283256	0.145440634	0.243923986	0.007507038	0.024025046	0.018619645	0.009065287	0.01392606	0.018732445	0	11.04990673	1.565446613	1.584625717	0.087251038	8.345750191	7.647770836	0.114652241	0.023454747	0.15606965	0.055916381	0.003270483	0.063632288	7.694312535
Gr15	5.308938891	5.690908222	4.954008785	0.004370537	0.019991557	0.045404239	0.058864838	0.106854659	0.289512154	0.127797833	0.090790857	0.171788955	0.177787079	0.264059028	0.237996932	6.858736243	0	0.009492353	0.42786101	4.484165729	4.463978441	3.299869307	0.025992583	0.044474559	0.490775814	0.200064425	0.389256432	3.419649045
Gr16	0.110734115	0.105061549	0.07951961	0	0	0.095255419	0.066158037	0.096742141	0.12653743	0.074475679	0	0.015807138	0.003237735	0.087103811	0.034673823	6.185935807	0	0	0.36767164	4.216859389	3.999523393	0.142800004	0	0.038877047	0.104001871	0.011405535	0.118353172	3.590612592
Gr17	0	0.016634773	0.017486955	0	0.009223162	0.268126341	0.201741157	0.070425289	0.023028883	0.009826649	0.007615749	0	0	0.036777185	0	3.078154933	0.049893149	0.087586482	0	2.416771894	2.51404687	0	0	0.17782671	0.013722474	0.008026132	0	1.898126983
Gr18	0.029327781	0.085702453	0.034750064	0	0	0.111004456	0.08566239	0.104961847	0.030508636	0.010848622	0	0.024560803	0	0.015225763	0.01346887	2.041503066	0.018360709	0.367442171	0.04432349	1.688679615	1.946351551	0.033281943	0.010591129	0.166117506	0.015149613	0.004430415	0.01724012	1.796168534
Gr19	1.645853422	1.755690694	1.661071059	2.530497629	1.340426347	0.966937541	0.853453415	0.911761583	1.317145644	0.974531705	1.148014475	1.041975364	1.045145125	1.503675018	0.954730325	7.869877676	0.014994025	0.082123756	1.566091435	6.321513302	5.804747928	1.206759345	0.31655666	1.164190978	2.127939356	1.298152939	2.20194492	3.587041937
Gr2	5.630338631	3.407847535	3.385952365	0.033243197	0	0.184188545	0.206101427	0.274144338	0.13499382	0.081004692	0.090681419	0.145184569	0.100169288	0.113687981	0.044697581	0.767963215	0	0.024066911	1680.101218	326.9180951	288.9524776	0.671896941	0.013180313	0.638977665	0.08798172	0.238919043	0.071515983	74.81979149
Gr20	0.375806317	0.398089895	0.399413676	1.092127497	0.54900949	0.149754274	0.112823566	0.097068332	0.163239657	0.150325997	0.163798015	0.148684577	0.137692877	0.171985915	0.151524774	1.685727157	0.244342597	0.693819635	0.112497999	1.292766829	1.177086187	0.403340851	0.801356168	0.138814887	0.297218665	0.200584329	0.212873411	1.208793967
Gr21	0.139826393	0.101028648	0.138065712	0.044902199	0.009335915	0.042406935	0.007854132	0.039207431	0.041958669	0.069627436	0.053962001	0.053482807	0.051890814	0.027920058	0.012349208	0.087195215	0	0	0.013546292	0.092898058	0.112034552	0.27463682	0.087396085	0.04153864	0.041670694	0.06905601	0.11064865	0.149714211
Gr22	0.203971001	0.172601141	0.221361104	0.054396242	0.009569898	0.043469787	0.032203948	0.043843744	0.109915073	0.061176415	0.102726772	0.09233384	0.049645283	0.109709327	0.025317365	0.429028429	0.09490945	0.263549641	0.083314861	0.071419835	0.131248576	0.385786347	0.029862172	0.141932252	0.156621905	0.14573767	0.048609284	0.044761004
Gr23	0.209483723	0.241641914	0.228618786	0.100423762	0.057419367	0.026081806	0.032203871	0.076726516	0.08124157	0.112156902	0.118530848	0.100990085	0.099290472	0.114479231	0.063293444	0.411151939	0.086281534	0.027263721	0.465174541	0.20632362	0.319918275	0.281519936	0.084609463	0.014193225	0.170860399	0.137409554	0.226843725	0.172649906
Gr25	0.398247061	0.33481398	0.506104899	0.121752326	0.086417813	0.104677147	0.072701795	0.047656597	0.282901645	0.265986502	0.309213025	0.225818443	0.188572865	0.210582447	0.241321582	0.215233358	0.147170308	0.136775928	0.376173777	0.278674625	0.30452959	0.596312466	0.134830017	0	0.385724757	0.254850725	0.178831909	0.256634783
Gr26	0.374041219	0.361236369	0.455690238	0.029661995	0.029074038	0.052825683	0.048918895	0.048100131	0.09195168	0.072278272	0.064018687	0.073051251	0.053866342	0.048304991	0.038458048	1.798234834	0.235916385	0	1.342922801	1.044708902	1.345755593	0.27453323	0.010080392	0	0.057676273	0.071684984	0.016408748	0.997239006
Gr27	0.005139207	0.021454125	0.006765969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008472148	0.01941744	0.007397834	0	0	0	0	0	0	0	0.005961164
Gr29	0	0.016920837	0	0	0	0	0.007892728	0.003581827	0	0	0	0	0	0.004676214	0	0	0	0	0	0	0.016083578	0	0	0	0	0	0	0.01253749
Gr3	0.06411333	0.077206089	0.042203949	0.018716879	0	0.046666608	0.09363312	0.124207319	0.04702841	0.036486359	0.12724789	0.134230931	0.117378744	0.059742255	0.113247191	0.330508624	0	0	970.4340532	175.9128576	193.437822	0.074623085	0.004452542	0	0	0.059602019	0.014495612	61.92532786
Gr30	0.02305642	0.024062866	0.027319218	0.007000193	0	0.007272296	0.006734464	0.009168592	0.003997458	0	0.006609895	0	0.011864883	0.011969906	0.010588733	0.603104797	0.093824195	0.235657179	0	0.411548796	0.171541474	0.052330027	0.033305358	0	0	0	0.027107103	0.390463271
Gr31	0.050500583	0.03513665	0.029549373	0.059626633	0.009740787	0.017698391	0.016389485	0.011156657	0	0	0	0	0	0	0	0.012130259	0	0	0	0	0	0.053064267	0	0.043340014	0	0.008476556	0	0.019525854
Gr32	0.010862126	0.005668134	0	0.012367003	0.009428118	0.008565146	0.0237951	0.014398054	0.03766493	0	0.015569971	0.01137074	0	0.009398608	0	2.365791427	0	0	0.082080645	0.766160706	1.640545585	0	0	0.013982949	0.014027413	0	0	0.428379794
Gr33	0.596855725	0.708283069	0.725954418	0.112682854	0.0578544	3.511888326	3.464550638	4.546095721	0.089298569	0.156901644	0.156343093	0.134792654	0.126677411	0.193992128	0.187840565	0.406080144	0.877253619	1.178725919	0.194601988	0.252952956	0.247955457	0.567304782	0.374737212	6.762942969	0.344309508	0.242574303	0.267150496	0.769630261
Gr34	3.129409418	2.509503674	3.198591292	0.110038223	0.060747048	1.734441931	1.978508857	1.321962541	0.403025782	0.36983945	0.372617838	0.358469104	0.2765465	0.410922457	0.34437505	3.793237384	0.978019084	2.769007234	0.610707238	3.065530014	2.45475856	2.723060458	0.018053055	1.904859387	0.490640661	0.426678721	0.558345332	2.302039566
Gr35	0.126160593	0.09159482	0.090269426	0	0	0.034602338	0.02403246	0.018177118	0.584874638	0.324647162	0.416720727	0.26700693	0.38812414	0.536317808	0.31488939	1.114652877	0	0.018085184	0.08980748	0.734322556	0.546861293	0	0	0.042367292	1.161721596	0.472319658	0.999582465	0.547178873
Gr36	0.010729663	0.055990165	0.038846606	0	0	0.01692143	0	0.010666853	1.385908985	1.180780116	0.292221591	0.511059724	0.327840047	1.067659422	0.76378335	0.521896781	0.025190003	0	0.027026514	0.370685816	0.287386047	0	0	0	2.618849812	0.502473639	2.17604078	0.485383971
Gr37	0.017882794	0.012442244	0.019619515	0.009049006	0	0.009400769	0.026116533	0.090865742	0.025837198	0	0	0.031200214	0.003834387	0.036104359	0.041063668	1.127555132	0.167932973	0.265322468	0	0.617810009	0.727336124	0.045097451	0.850303008	0	0	0	0	0.905773612
Gr39	0.323269956	0.215079861	0.291268337	0.018402838	0.035073945	0.050981738	0.076718379	0.054901912	0.124355689	0.127054445	0.020272914	0.023265449	0.028592361	0.143353189	0.14846261	0.864821268	0.284601832	0.87598883	0.043258188	0.357732273	0.399855916	0.389783172	0.016416881	0.093633489	0.120023266	0.038152277	0.184093168	0.576521003
Gr4	0.047921134	0.080020787	0.075708236	0.629262234	0.989953227	0.10580474	0.02799419	0.098457099	1.981563533	1.347214361	1.497464594	1.805941999	1.522779385	2.214204022	1.320476277	7.515898468	0.030001124	0.015799883	0.567321938	5.435786178	5.476419061	0.0725096	0.051917227	0.037013713	2.413540959	1.954593587	2.943777709	4.118889576
Gr41	0.408410117	0.34707955	0.349497897	0.349851408	0.668471186	0.368051673	0.289706708	0.348016762	0.278178587	0.31294066	0.158900458	0.216820946	0.176392124	0.146401421	0.375127761	0.807224861	0.091316378	0.327020042	0.315966896	0.85665693	1.007079428	0.18759758	0.611025879	0.540773463	0.316454139	0.260007908	0.274378538	0.920391481
Gr42	0.059582368	0.077728934	0.065368809	0.033918521	0.008619383	0.203591442	0.116021321	0.098722565	0.060259649	0.045916881	0.064054773	0.059773408	0.05429597	0.051554454	0.079809841	1.486629081	0	0.032741111	0.043773241	0.91486001	0.812711645	0.103301652	0.094136641	0.23010326	0.02564831	0.063755919	0.029187541	0.806304288
Gr43	0.241953701	0.195125334	0.264245338	0.191997772	0.114551668	0.199460832	0.152586098	0.309783434	0.495764652	0.528871057	0.819759831	0.483541032	0.463376717	0.637578271	0.353557755	1.022338178	0.146311751	0.516716436	0.297798606	0.514519823	0.400943571	0.208011504	0.417025173	0.622939947	0.653325894	0.494268225	0.75964204	0.452869202
Gr44	0.088425359	0.034606933	0.029103886	0.083896805	0.134315153	0.130736964	0.096854467	0.087907734	0.100609409	0.102216786	0.055453316	0.028926798	0.078209968	0.038255614	0.025381006	0.053763279	0	0.081996817	0.062643175	0.079554531	0.082236474	0.114981357	0.054884802	0.284578241	0	0.06261576	0.146194497	0.192315371
Gr45	0.279257456	0.22128389	0.275740443	0.522060803	1.023424079	0.22020368	0.249233427	0.09939576	0.354160781	0.506935554	0.266861803	0.281506387	0.282756365	0.304276475	0.546249688	0.709905615	0.048563785	0.017050533	0.234470217	0.431765044	0.538662301	0.557524767	0.210100201	0.359491301	0.267136707	0.324208778	0.410398678	0.971763746
Gr46	1.068217198	0.78533517	1.018392964	1.290103429	2.621711959	0.680499545	0.384250969	0.47082176	1.199725066	1.479355846	0.618514867	0.91717415	0.917308877	0.983481507	1.58291264	1.649483596	0.930663145	0.65928666	0.589831027	0.901403979	1.049242361	0.427967054	1.092683996	0.704499573	0.747514567	0.798905433	0.587732061	1.648016609
Gr47	0.071118048	0.079524064	0.063534574	0.077115259	0.097002926	0.088124112	0.133538338	0.087535482	0.088073359	0.084559151	0.043689447	0.055836135	0.084958745	0.052745111	0.011664726	0.049417483	0.174913798	1.398510984	0	0.051186899	0.030235683	0.134510935	0.032103569	0.06539369	0.013120334	0.080576227	0.014930819	0.047138609
Gr48	0.004942881	0.015475913	0.006507515	0	0	0	0.021656251	0	0	0	0	0	0	0	0	0	0	0	0.068477341	0	0.01471017	0	0	0.025452162	0	0	0	0.005733438
Gr49	0.027563705	0.017260114	0.010886597	0.083686537	0.009569898	0.182573016	0.217376353	0.149799554	0.043010278	0.081568512	0.007902057	0.002885434	0.010638251	0.066779645	0.025317365	4.606094855	0.051768838	0.081791317	0.30548821	1.761685659	2.75621764	0.031279948	0.019908126	0.638693944	0.398674095	0.166556988	0.437484369	1.598609162
Gr5	0.025282559	0.026386123	0.009985667	0.111302955	0.131668597	0.047846702	0.051692795	0.110592018	0.039450782	0.046761299	0.050736639	0.026466383	0.019515753	0.026251285	0	0.207692567	0.72809633	0.458469984	0.152839678	0.160133415	0.361160673	0.028691298	0.082172606	0.14320475	0.143660193	0.045831807	0.133759696	0.445757591
Gr50	0	0.005738985	0	0	0	0	0.008030846	0	0.004766967	0	0	0	0	0.019032202	0	0.487393658	0	0	0	0.197892181	0.106372936	0	0	0	0	0	0.032325208	0.146704528
Gr53	0.038556922	0.040239964	0.010877531	0	0	0.017373391	0.016088521	0.0584093	0	0	0	0	0	0.004765993	0	0.178612269	0	0.018160679	0.027748461	0.206151406	0.377024403	0	0	0.042544151	0	0.004160449	0	0.364178202
Gr54	0.016748087	0.023305526	0.018374637	0	0	0	0.008153149	0.00370001	0	0	0	0	0	0	0	0.09654964	0	0	0	0.096434697	0.132914179	0	0	0	0	0	0	0.142462912
Gr55	0.011034683	0.011516357	0.02179142	0.008375645	0	0.017402426	0.008057704	0.003656696	0.02391455	0.030613776	0.015817317	0	0	0.014321873	0.038007868	2.832760903	0	0	1.132639844	2.27145892	2.668215527	0	0	0	0.014250254	0	0.032433317	2.6623075
Gr56	0	0.005753371	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143009643	0	0	0.006942908	0.03174206	0.041015108	0	0	0	0	0	0	0.083127683
Gr57	0.134778222	0.18004665	0.145501706	0	0	0.008502165	0.023620169	0.003573046	0	0.009971153	0	0	0	0.009329521	0	0.821646609	0	0	0.040738521	0.139688531	0.160441743	0.020393368	0	0	0	0	0.015845688	0.068787131
Gr58	0.096098167	0.061290124	0.101916615	0.016209205	0.046339609	0.008419619	0	0	0.032396825	0.05924612	0.022958142	0.041915853	0.024039394	0.032336191	0.061296347	0.023082856	0.016711779	0.070409305	0	0.046110709	0.031776771	0.050488372	0.009639954	0	0.041367204	0.032260286	0.031383652	0.037155932
Gr59	0.199643281	0.049347999	0.228255083	0.031902169	0.018240704	0.016571101	0.023018405	0.0174101	0.054653207	0.048585633	0.090370396	0.046748174	0.040554197	0.077280342	0.180961188	0.113576325	0.057559993	0.060627155	0.436706045	0.022688296	0.093812408	0.129179172	0.047432372	0.013526498	0.122125661	0.134923258	0.123536133	0.054846523
Gr6	0.413043755	0.363555907	0.24241174	0.064213303	0.025916719	0.415952573	0.341584033	0.333118237	0.392574335	0.211695368	0.292465816	0.260472392	0.220876658	0.482263353	0.251398692	0.478733834	0.311549972	0.795768332	0.081477041	0.623226237	0.325819907	0.197658499	0.017971378	0.43562251	1.01540101	0.383401025	0.848354155	0.646502768
Gr60	1.171447948	1.044831968	1.352211716	1.035780821	0.832906326	1.493684991	1.064712285	0.864494844	1.006509447	1.544315351	1.670243986	0.918638761	1.461651494	1.112457097	1.697916912	3.576401546	0	0	0.159568902	2.696868397	2.333446356	0.498914193	0.581311644	0.101604099	0.300417184	0.390642492	0.317452936	2.435734359
Gr61	0.170491416	0.220537294	0.156489026	0.375465433	0.212595868	0.140118855	0.122742178	0.093897819	0.014571504	0.008882604	0.006884105	0.006284308	0.007723195	0.010388748	0.011028003	0.140159815	0.015033312	0.023751573	0.054436648	0.183201493	0.110767838	0.299755263	0.201618148	0.117466012	0.031010341	0.023578879	0.028231555	0.169905975
Gr62	0.12907081	0.050514262	0.063722642	0	0	0.059369659	0.047124752	0.039207431	0	0	0	0	0	0.004653347	0	0.029065176	0	0	0.020319446	0	0.016004947	0.091545565	0	0.041538572	0	0	0.031613872	0.024952346
Gr63	0.051958575	0.018075537	0.022801865	0.026292044	0	0.136570394	0.151764157	0.137745193	0.060056319	0.064066609	0	0.045326329	0.011140853	0.014985963	0.039770253	0.336972965	0.650574599	0.571036279	0	0.149587728	0.231945325	0.131031186	0.891279902	0	0	0	0.050905823	0.020089581
Gr64	0.104741981	0.104108625	0.016416358	0.018929085	0	0.283174469	0.080126318	0.152061106	0.224836802	0.212175256	0.00714948	0.015663775	0.012833466	0.077682439	0.080171849	0	0.078064131	0.131558507	0.018845002	0.021539319	0.029687143	0	0.009006076	0.37240282	0.064411552	0.007534739	0	0.01157091
Gr65	0.18329872	0.23767547	0.28519624	0	0	0.113877432	0.105455602	0.05521982	0.062596504	0.020546609	0	0	0	0.038448823	0.025509226	4.274756638	0	0	0.013990995	2.846446342	2.785362497	0.409720744	0	0.042902217	0.028692416	0	0.097955137	2.763991931
Gr66	1.799658264	1.914333287	1.571956794	0	0	0.081870576	0.117935619	0.107041343	0	0	0	0	0.007420741	0.019963824	0.026490319	1.614805639	0.072222906	0.171161177	0	0.988077877	0.969887872	0.894596627	0	0.014850779	0	0.004356833	0	0.983529683
Gr67	0.089357946	0.04782489	0.054297033	0.026086669	0	0.1047893	0.073616222	0.069853133	0.007944944	0.033901941	0	0.007195558	0.010316929	0.009912614	0	0.356630108	0.935964449	0.298396236	0.150053861	0.333117976	0.344347443	0.013000789	0	0.08848599	0.011835626	0.012114435	0.013468833	0.369418759
Gr68	0.011986816	0.018765076	0.027616987	0.095532557	0	0.056712007	0.008752967	0.015888862	0.005195606	0.0110851	0.017182122	0.012548093	0.011565851	0.015557642	0.013762465	0.019434891	0.131326453	0.286528945	0	0.008627447	0.03567319	0	0.17315189	0.015430776	0.046439618	0.036215934	0.01761592	0.027807935
Gr69	0.077702631	0.074856298	0.074756722	0.226840512	0.031128121	0.150821164	0.052375077	0.146572852	0.010362976	0.077384864	0.05140632	0.025027987	0.023068825	0.04137428	0.041175145	0.02584272	0.046774757	0.305458281	0.060222172	0.008604004	0.080046535	0.079134989	0.075548042	0.153888582	0.046313327	0.054176232	0.070272057	0.090130207
Gr7	0.010113037	0.026386192	0.006657105	0.023028215	0	0.071770063	0.022154099	0.006702557	3.265648339	2.113615691	3.551568722	2.919244826	2.403688535	3.788936279	1.544273822	24.86293029	0.015828208	0.058350709	0.159208136	23.05920645	15.51482034	0	0.013695428	0	8.044954733	4.117224849	7.59455207	16.38751278
Gr72	0	0.006004174	0.003787062	0	0	0	0	0	0.029923448	0.010640544	0.008246526	0.003011216	0	0.014933719	0	0.130588231	0	0	0.043473393	0.057970169	0.094166895	0	0	0	0.059436166	0	0.016909452	0.106770911
Gr73	0.046037786	0.058724521	0.033672555	0.058239981	0.017759976	0.080671813	0.104587808	0.07458532	0.017737553	0.009461009	0.007332374	0.010709671	0	0.008852194	0	0	0.016012251	0	0	0.022090308	0.030446645	0.058049815	0	0.026339989	0	0.015454946	0	0.053400917
Gr74	0.035263885	0.029135837	0.026114806	0.014498384	0	0.048661793	0.085834131	0.051612334	0.022927301	0.016305537	0.008424644	0.010766901	0.01417726	0.013984917	0.010121915	0.034940365	0.363349793	0.474757321	0.007402063	0.021150798	0.021863828	0.022232402	0.006632726	0.052961473	0.022769951	0.024416118	0.030230611	0.017043296
Gr75	0.004750713	0.004958085	0	0	0	0	0.006938095	0	0	0	0	0	0	0	0	0	0	0	0.023932788	0	0.014138231	0	0	0	0	0	0	0.005510534
Gr76	0.283279654	0.272457382	0.343698023	0.02108011	0	0.078838233	0	0.103077043	1.993459601	1.253344368	0.23885763	0.206418185	0.132199172	1.235169309	0.854560327	0.270173801	0.104321975	0.384584646	0.104932548	0.055969432	0.206629596	0.115562085	0.160471346	0.0429022	2.539281404	0.134255183	1.681563814	0.10308598
Gr77	0.712826669	0.876789603	1.022258648	4.355506062	1.856162014	0.513908655	0.617185518	0.519679751	0.017655443	0.018834412	0.007298427	0.005330037	0.003275207	0.013216797	0	0	0.422359512	0.041968525	0	0.021988015	0.030305664	0.192603933	0.597588732	1.101157321	0.02630141	0.030766716	0	0.171273156
Gr78	0.005431063	0.039676935	0.010725326	0.004122334	0	0.008565146	0.0237951	0.046793697	0.009416233	0.020090031	0.023354956	0.00568537	0.013974233	0.014097911	0.012471171	0	0.059502255	0.367085147	0.013680094	0.039089836	0.008081507	0.020544385	0.004903293	0.013982949	0.014027413	0.012306701	0.015963067	0.031498492
Gr79	0.010808742	0.005640283	0.007115076	0	0	0.017046102	0.031570873	0.060891044	0	0	0.007746734	0	0	0	0	1.822577378	0	0.017818558	0	1.330301423	1.085641521	0	0	0.055656925	0	0	0	1.642409189
Gr8	0.070682775	0.026345753	0.016617274	0.011496492	0.0262934	0.015924494	0.036866907	0.016730704	0.691520455	0.354841585	0.412509025	0.317110884	0.175372669	0.620330314	0.417359685	12.49704578	0.06321575	0.13316903	0.222550321	12.75473275	8.902496126	0.019098244	0.022790724	0	1.421362825	0.232622319	1.454266437	7.589718767
Gr80	0	0.018075544	0.019001559	0.109550182	0	0	0	0	0.025023442	0.01067778	0.024826134	0.033239268	0.011140866	0.02497661	0	0.187207401	0	0	0.058167387	0.04155212	0.077315174	0	0.010424331	0	0.059644111	0.017442572	0.033937254	0.026786116
Gr81	0.011251056	0.011742174	0	0.038429401	0.009765702	0.00887183	0	0.007456796	0.009753391	0	0	0	0	0	0	0.018241893	0	0	0.092104547	0.032391504	0.008370874	0	0	0	0	0	0	0.202283429
Gr9	0.025282546	0.042217835	0.023299851	0.034542322	0	0.11164227	0	0.056971603	1.915555691	1.365429873	1.500356137	1.587984905	1.288039047	2.073849829	1.474608793	30.48701601	0	0.058350666	0.503097278	22.81900975	22.0232199	0.047818871	0	0.02603724	3.095222323	1.722515046	3.670955536	20.32305518
Ir100a	1.012253911	1.667710644	1.965482523	0.016912913	0.005525892	0	0.009297651	0.010548517	0.01931623	0.005887461	0.00456284	0.024991804	0.01023797	0.008262894	0.014618883	4.142611077	0.144480823	0.188912998	9.092418359	3.152530671	4.840830029	0.505730662	0.020116967	0	0.041107788	0.007213047	0.009356076	3.363688892
Ir100b	0.003054974	0.019129924	0.008043998	0	0	0	0.008923166	0.010123627	0.002648316	0	0	0	0	0	0	0	0.009562858	0.025181126	0.007695056	0	0.013637558	0	0	0.007865412	0.007890423	0	0	0.003543582
Ir100c	0.016031912	0.030117149	0.002110671	0	0	0.116303734	0.163894821	0.125379669	0.464188184	1.358054574	0	0.008391327	0.008250103	0.266339693	1.192760591	0.734747154	0	0.021143373	0	0.267702536	0.281498161	0	0	0.0660419	0.016562981	0.014531222	0.028272867	1.164112948
Ir100d	0.383904361	0.400661764	0.379068945	0.214962993	0.136566208	0.436711874	0.395223775	0.490105788	1.800400548	2.869297634	0.545783715	1.250111051	1.022202269	2.072031304	2.78915439	12.50330106	0.300429421	0.347563926	0.317049584	1.807357893	9.608327583	0.428522072	0.551146426	0.445594543	1.81242674	1.174154623	1.775804764	3.96759027
Ir101	0.009426774	0.009838254	0.002068454	0	0	0	0	0.002082574	0	0	0.004504167	0	0	0	0	0	0	0.005180109	0	0	0.004675726	0	0	0	0	0	0	0.018224123
Ir102	0.009834194	0.010263444	0.002157853	0.002488146	0.034143534	0.005169725	0.009574783	0.010862917	0.011366842	0	0.004698838	0.017157768	0.002108628	0.005672783	0	0.046062432	0.010261188	0.010807989	0.078441407	0.023593696	0.053655926	0	0.011838058	0.008439786	0.008466623	0.019808081	0	0.068442365
Ir103	2.453077102	4.078340062	2.323346542	1.858998052	1.475902023	0.036903042	0.051260652	0.03618659	0.334702222	0.245247791	0.620521638	0.945117287	0.674832206	0.519672676	0.1074644	0.788295529	0.372341044	0.649350474	1.006905383	0.673674479	1.236083854	0.339309902	0.049293746	0.030122858	0.221603402	0.091318408	0.06877708	0.488561968
Ir104	0.02236862	0	0.004908186	0	0	0.005879469	0.005444646	0	0.016159202	0	0	0.013659381	0.009592492	0	0	0	0.023339783	0.049167146	0	0.010733137	0	0	0	0	0	0	0	0.11243367
Ir105	0.034548384	0.072112899	0.040430575	0.0058274	0	0.145293565	0.056061757	0.078868918	0.569041302	0.333694871	0.055024768	0.060276875	0.061731644	0.398579266	0.290885139	0.132776325	0	0	0.043511322	0.033154687	0.14851358	0.021781398	0	0.256964174	0.436245225	0.046391754	0.507726557	0.142485415
Ir106	0.016384219	0.02564903	0.035052063	0	0	0.07751691	0.077766115	0.046150211	1.267640592	1.060618762	0.129169872	0.135067236	0.073774456	0.808070198	0.554931906	0.522436947	0	0.02025746	0.041269588	0.359670032	0.365699031	0.015494312	0	0.105457779	0.9415612	0.009281607	0.505644877	0.242310197
Ir107	0.069893255	0.120143332	0.051421439	0.037447748	0.014274352	0.239904531	0.222161904	0.188015896	0.481152327	0.593125375	0.076613055	0.090381471	0.087273562	0.362856403	0.207697432	0.835469219	0.141565984	0.759104309	0.238186827	0.603663414	0.464951891	0.046656917	0.037118416	0.444580282	1.093746049	0.180114753	1.172166173	0.410128812
Ir108	0.037707136	0.017490243	0.011031765	0.082682255	0.021819344	0.052859172	0.030593689	0.097186895	0.312350018	0.263465988	0.072066674	0.057016141	0.05120547	0.134131524	0.144309315	0.230960085	0.013114783	0.110509002	0.184681222	0.289488178	0.255606743	0.023772772	0.015130162	0.053934195	0.47613237	0.03481042	0.344802594	0.194390561
Ir109	0.050500583	0.026352522	0.024932305	0.003194284	0.00730559	0.006636897	0.018438171	0.011156657	0.193354108	0.093403347	0.006032372	0	0.005414117	0.105599517	0.057981485	0.177404971	0.006586661	0	0.037101194	0.115100642	0.100194309	0	0	0.054175018	0.260866984	0	0.321603106	0.102510772
Ir110	0	0.012682868	0.00266652	0	0.007032029	0.006388375	0	0.002684723	0.108858968	0.104889981	0.005806487	0.002120237	0.002605691	0.056080127	0.111620482	0.052542108	0	0	0	0.06997288	0.060276439	0	0	0	0.292948293	0.009179031	0.119061676	0.084576136
Ir111	0.18466664	0.119919098	0.194496521	0.040492689	0.007123865	0.019415396	0.017979526	0.008159345	0.469582664	0.402269895	0.035293851	0.017183399	0.021117746	0.355078196	0.207309983	0.487926249	0.044959673	0.033825357	0.02584158	0.254010839	0.213722376	0.023284901	0.033344201	0.010565485	1.218893387	0.052693786	0.880501199	0.180881623
Ir112	0	0.016889701	0	0	0	0.006380539	0.005908659	0	1.153893517	0.980266815	0.139184817	0.124940646	0.111907239	0.766656122	0.594579121	0.537896701	0	0	0	0.407675177	0.349175658	0	0	0	0.856867357	0.030559223	0.677818766	0.384818651
Ir113	0.015939002	0.037428125	0.005246087	0.003024541	0	0.018852646	0	0	1.357549713	1.179198387	0.005711814	0.006257002	0.002563207	0.810247861	0.594753071	0.146442418	0	0.006568989	0.025092541	0.189287863	0.296468457	0.090439961	0	0.010259237	2.789093755	0.003009793	2.506376739	0.180260337
Ir114	0.00421376	0.004397694	0.005547588	0	0	0	0	0	0.46756452	0.366296426	0.006040081	0	0.002710518	0.200530541	0.193518349	0.378036448	0.019785234	0	0	0.309348505	0.206914545	0	0	0	1.012149487	0.009548312	0.470635693	0.307925278
Ir115	0	0.02664132	0.005601233	0	0	0	0	0	0.350376818	0.212460846	0	0.004453722	0.002736729	0.184063722	0.146542336	0.395488478	0	0	0	0.453200179	0.341862344	0	0	0	0.637338415	0.003213548	0.650254792	0.330643136
Ir116	0	0.008581664	0	0	0	0.006483898	0.006004373	0	0.388485991	0.212916692	0	0	0.005289307	0.273921146	0.188815824	0	0	0	0	0.005918269	0.012235557	0	0	0	0.222996454	0.009316312	0.386695111	0
