Gene_name	FeAnBF	FeAnO	FeAnSF	FeAtO	FeAtSF	FeBrBF	FeBrO	FeBrSF	FeFLO	FeFLSF	FeHLBF	FeHLO	FeHLSF	FeMLO	FeMLSF	FeOsSF	FeOvO	FeOvSF	FePaSF	FeRsBF	FeRsSF	MaAn	MaAT	MaBr	MaFL	MaHL	MaML	MaRs
Or11	109.231911	181.4119552	163.4223156	0.091210333	0	0.107115187	0.03815128	0.328958022	1.490102482	1.652417242	1.632628387	0.899700329	1.367838384	1.419502698	1.055754922	2.947915201	4.203118017	5.805173182	0.006580098	1.368792548	1.041766148	53.43082607	0.004716948	0.067257704	0.445311926	0.595896383	0.368554456	0.375737784
Or110	11.17596259	14.52237616	13.2208849	0	0	0	0.00764843	0.013883828	0	0	0	0	0	0	0	0	0	0	0	0	0.038964392	3.258852676	0	0	0	0	0.015392966	0
Or111	71.68208888	92.37306156	75.75375386	0.020485229	0	0.063844521	0.039415214	0.035774321	0	0	0	0	0	0	0	0	0	0	0	0.155399582	0.020079827	10.74516157	0	0	0.034853403	0	0	0
Or112	48.35929051	52.06450473	49.21541797	0.023907531	0.009113101	0.049673778	0.015333364	0.062626361	0	0	0.00752487	0	0	0	0	0.209949248	0	0.01730826	0.158676171	0.098237621	0.031245934	3.931874129	0.018957815	0	0	0	0	0
Or113	137.7702906	161.4230629	152.4396001	0.028644165	0	0.034008743	0.07873373	0.107191425	0.004673497	0.029913471	0.007727741	0	0	0.009329498	0	0.22726369	0	0	0	0.356981866	0.120331283	11.31830108	0.029203439	0	0	0.004072069	0	0.018760157
Or114	1.284427021	1.647690072	1.525424429	0	0	0	0	0.010640901	0	0	0	0.008403561	0	0	0	0	0.025128676	0	0	0	0	0.769290221	0	0	0	0	0	0
Or115	10.65172538	13.05654472	13.40990311	0	0	0	0	0.010589382	0	0	0	0.011150488	0	0	0	0	0	0.008779861	0.03353775	0.053665683	0.007924972	1.380030397	0	0	0	0	0	0.006177676
Or116	3.863846973	5.111158035	9.11666296	0.004023003	0	0	0.015481196	0.00351278	0	0	0	0	0.010228135	0	0	0	0	0.017475132	0	0	0	0.992441709	0	0	0	0.008006794	0	0.012295803
Or117	16.74418064	15.44858671	2.677609715	0.007988257	0	0.016597575	0.007685021	0.003487567	0.027370153	0.019465224	0.00754287	0.011017092	0.020309413	0.013659461	0.024166626	0.034127249	0	0	0	0.030299246	0.007830169	0.308534948	0.004750798	0.013548074	0	0.015898591	0	0.024415163
Or118	6.530882407	6.418221543	5.233817202	0.027737727	0	0.008233111	0.022872664	0.062279545	0	0	0	0.016394931	0.003358123	0	0.011987716	0.056428723	0	0	0	0.007514888	0.031072923	1.165131159	0.037705742	0	0	0	0	0
Or119	3.567872194	3.626609003	3.392074024	0.01959564	0.035853446	0	0.007540707	0	0	0	0.007401225	0	0	0	0	0.011162152	0	0.00851193	0	0	0	1.904334114	0.01398476	0	0	0.003900014	0	0
Or120	0.010817611	0.02257959	0.014241811	0	0.00938948	0.017060089	0.007899194	0.003584762	0.004688821	0.010003849	0.007753081	0	0.003479236	0	0	0	0	0	0	0	0	0	0	0	0.013969926	0.004085422	0	0
Or121	22.57851284	22.07385943	16.96726801	0	0.009113101	0.041394763	0	0.010437734	0	0	0.00752487	0	0.003376825	0	0	0	0	0	0.059503491	0.03022696	0	2.343237273	0.014218354	0.027031487	0	0.007930336	0	0
Or122	26.30485651	21.56199917	19.136958	0.012069014	0.009200939	0.033435086	0	0.035127783	0.013784033	0.009802972	0.045584443	0.008322564	0.01704688	0.018344285	0.024341394	0.040102936	0	0.026212677	0.300384883	0.038147933	0.007886776	2.255551494	0.004785143	0	0.027378888	0.04403724	0.015578423	0.030739492
Or123	2.193871843	4.340760989	3.189184014	0	0	0.009010093	0	0.007573006	0.019810773	0	0.024568213	0	0.007350076	0.014830278	0.01311903	0	0	0	0	0.008224089	0	0.086446568	0.015474023	0	0	0.008630668	0	0.019880853
Or125	8.48819522	12.93444892	12.02944841	0	0	0.009057141	0.01677458	0.011418843	0	0	0	0	0	0	0	0	0.008988586	0.075740622	0	0	0.025637204	3.573672539	0	0	0	0	0	0
Or127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051382471	0	0	0	0	0	0	0	0	0	0	0
Or128	0	0.006154409	0.003881822	0.022379972	0.010236967	0.130199543	0.00861217	0.054716502	0.005112031	0	0.008452868	0	0.007586538	0.005102463	0	0	0	0	0	0	0.008774829	0.022306912	0	0	0	0.004454169	0.051997769	0.006840157
Or13	24.93422482	26.92321635	27.2469028	0	0	0.186785942	0.131788255	0.153256193	0.0048892	0	0	0.005904034	0.003627922	0	0	0.780317865	0.008827254	0.009297643	0.092340652	0.527711786	0.595855328	4.736272609	0	0.130686702	0.029133838	0.004260014	0.016577039	0.340183557
Or130	2.175671188	3.643007814	4.800164588	0	0	0.452463388	0.349168463	0.221839882	0.165807929	0.132660185	0.068541772	0.137654283	0.092275436	0.206872027	0.054900304	0.025842742	0	0	0.210777441	0.034416036	0.10672868	0.723520683	0.043170327	1.723549703	0	0.162528596	0	0.138662174
Or131	6.114838203	3.879553025	5.299383934	0	0	0	0.032123364	0	0	0	0	0.011512867	0	0	0	0.118876798	0.20655782	0.036260766	0.027702171	0.031662707	0.032730081	0.041602351	0	0	0	0	0	0
Or132	42.49940798	64.55141595	48.60046773	0.074463335	0.008963359	0.195430158	0.143273365	0.188213968	0.102948706	0.066848951	0.096215958	0.078374104	0.07971211	0.102756051	0.071138396	1.718967704	0.137381465	0.212798188	0.390171421	0.535144614	1.213933094	43.00867796	0.186463512	0.2392858	0.093351676	0.097500346	0.121409457	0.227587467
Or133	3.826596404	4.466940657	3.660846687	0	0.009841214	0	0	0.003757227	0.673273126	0.859780694	0.55257293	0.495528459	0.299023152	0.515046467	0.442598258	0.140936269	0.097600349	0.009345573	0.178493603	0.636518888	0.16027639	2.112286584	0.010236264	0	0.424618618	0.488144218	0.383237153	0.07233294
Or14	10.44660343	10.30962672	9.824372854	0	0	0	0.016431406	0.018641968	0	0	0	0.00294447	0	0.004867567	0.012917714	2.037017378	0	0	0	1.465717574	1.163550648	4.639045322	0	0	0	0	0	1.220224653
Or15	11.66734465	12.8518075	11.06491987	0	0	0.00887183	0	0.007456796	0	0.010404688	0	0	0.003618643	0	0	5.96510429	0	0	0	3.749318839	3.658068441	4.947593625	0	0	0	0	0	2.845014787
Or16	40.05867779	44.21728916	35.27004194	1.394758919	2.180575775	4.852977401	3.29244312	4.653338739	1.863991766	1.97831685	1.659018329	1.490069947	1.820654919	1.689640797	1.876740389	3.05343907	1.219085572	2.531926854	5.250294074	2.668825976	2.203773244	23.75798217	1.391568321	5.084069997	1.983429111	1.570258221	1.708965258	2.106002601
Or18	0	0.063499274	0.025487307	0	0	0	0	0.010997697	0	0	0	0	0	0.004785965	0	0.005978704	0	0	0	0	0	0.261540928	0	0	0	0	0	0
Or19	0	0	0.058256578	0	0	0	0	0.010997684	0	0	0	0	0	0	0	0	0	0.009118392	0	0	0	0.020923299	0	0.014240812	0	0	0	0
Or2	23.08684048	25.25761995	22.06829999	0.022142552	0.050641803	0.055207787	0.042603968	0.042535378	0.596819843	0.420851426	0.058542311	0.051914812	0.018765109	0.575508373	0.267948227	1.166693314	0.036526562	0.028854751	0.279226526	1.058223825	0.972353431	14.74292265	0.042139697	0	0.482216833	0.057289851	0.274378674	0.636152845
Or20	1.739722533	2.434371608	1.316621826	0	0	0	0.01618306	0	0	0	0	0.005799935	0	0	0	0.017966219	0	0	0	0	0	2.494046777	0	0	0	0	0	0.012853284
Or21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010479197	0	0	0	0	0	0
Or22	4.302598774	6.427663325	6.194269118	0.052936816	0.037252661	0.296124303	0.297728948	0.288005119	0.065109779	0.029767502	0.084590621	0.05054435	0.075920899	0.069629986	0.049276402	0.289942783	0.226709694	0.291854823	0.243239043	0.177620271	0.159659166	3.561567491	0.009686994	0.718245946	0.263271455	0.153983756	0.063073669	0.34848133
Or23	22.13770355	28.77182905	22.31520356	0.012428384	0.009474912	0.025822972	0.039855337	0.090434384	0.160870454	0.11104359	0.039118122	0.025711147	0.035108924	0.056671533	0.062665343	0.306777772	0.017085008	0.044988596	0	0.117851405	0.097459413	10.9425566	0.054203919	0.12647115	0.014097035	0.02885816	0.032084592	0.050647724
Or24	6.904245935	7.425909638	4.936091216	0	0	0	0	0.007362636	0.004815121	0	0	0	0.003572954	0	0	0.018011582	0	0	0	0.007995643	0.008265182	1.29219485	0	0	0	0	0	0
Or25	6.489052969	6.971140818	5.654865097	0.026292044	0	0.09104679	0.075882001	0.153050166	0.02001876	0.01067778	0.008275384	0.003021754	0.007427244	0.009990642	0.026513532	0.01248047	0.063250348	0.713796436	0.058167387	0.033241696	0.034362299	1.648808893	0	0.178365101	0	0.013081926	0	0.013393054
Or26	9.583118195	17.9301569	14.99229567	0	0	0	0.015593872	0.017691761	0.009256245	0	0.007652714	0.002794386	0	0	0.012259278	0	0	0.026403448	0	0.007685126	0.039720949	4.44297824	0	0	0.027578125	0	0	0.024770636
Or27	13.33180521	24.86598917	22.33035894	0.01274461	0.009715998	0.008826676	0.016347757	0.014837678	0	0	0	0	0.007200443	0	0	0.108894733	0.026279574	0.064586617	0	0.088623436	0.099939211	8.712164981	0	0	0	0	0	0.220729973
Or28	7.550969027	8.415244452	6.876705288	0	0	0	0	0.007381284	0.019309223	0.020598601	0.039910426	0.017487913	0.01074598	0.014454851	0.038360709	0.006019067	0	0.091799516	0	0.016031769	0.008286106	4.676312745	0.010054858	0.028673841	0	0.01261825	0.016367203	0.006459188
Or29	37.35285626	57.95628669	56.9766415	0	0	0.009010093	0.016687462	0.117381502	0.009905392	0	0	0	0.003675038	0.014830266	0	0.23466519	0	0	0.280619476	0.098689052	0.093514616	42.17509082	0	0	0	0.004315339	0	0.278332092
Or3	2.33856316	3.210045997	2.812300414	0.004586665	0	0.028589695	0.00882511	0.012014865	0.015715285	0	0	0.009488637	0.00777411	0.005228623	0	0.045721779	0	0	0	0.121779738	0.044958913	1.9086799	0.005455589	0	0	0	0.017761112	0.063083475
Or30	32.62236853	32.09057055	20.04900394	0.091066154	0	0	0	0.022719005	0	0	0.016378789	0	0.007350067	0	0	0.166735859	1.555888774	2.420527142	0	0.131585372	0.00850133	4.106214778	0	0	0	0	0	0
Or31	28.0878569	30.62397467	24.29623109	0.537576111	0.259890243	0.16345526	0.185003776	0.106854659	0.0449243	0.042599278	0.057776	0.030138413	0.02963118	0.019928983	0.013222052	1.580872325	0.063084792	0.037969412	0.42786101	0.704537101	0.796832303	13.21039037	0.488660566	0.088949118	0	0.017396907	0.067696771	0.614467913
Or32	7.174279732	8.706603648	6.909503705	0	0	0.017973543	0.066577036	0.105747592	0.029639215	0.021078978	0.008168188	0	0.007331034	0.044375606	0.013085043	0.049275238	0.142699738	0.037576054	0	0.016405567	0.008479306	4.268018547	0	0.058684909	0.176614733	0.012912478	0.016748822	0.039658742
Or33	7.081448603	7.424897281	5.185069372	0	0	0.008650585	0.01602164	0.007270838	0	0	0	0.008613141	0.003528402	0	0.012595573	0.124509407	0	0	0	0.023687829	0	2.593665369	0	0	0	0	0	0
Or34	0.518225753	0.444696209	0.477585822	0.187933112	0.099957786	0.526689173	0.521374278	0.290034075	0.114806544	0.106498194	0.132059429	0.213982733	0.24816113	0.134520637	0.132220518	0.112030221	0.937259772	0.588525879	0.57289864	0.381278901	0.317019303	0.250485508	0.067580717	0.548519559	0.163591938	0.191365972	0.18616612	0.300554957
Or36	18.27382227	33.6613979	27.5692314	0	0	0.041394815	0.023000046	0.013916979	0.013652419	0.019418773	0	0.013738502	0.003376825	0.027253701	0	0.051068657	0	0.025962336	0	0.083124093	0	3.455282947	0	0	0.013558722	0.007930336	0	0.00608921
Or37	0.302799398	0.518744364	0.492668307	0.026018882	0	0.063070578	0.00834374	0.003786503	0.034668856	0.073967805	0.024568194	0.029903557	0.055125553	0.108755249	0.01311903	0.148209589	0.330849899	0.169531073	0.043172297	0.01644816	0.017002659	0.28095094	0	0.058837303	0.221341668	0.047468733	0.235092495	0.039761706
Or38	43.58325166	60.87869373	55.81664513	0.057855573	0.037805945	0.008586355	0.03975675	0.039692691	0.009439549	0	0.015608525	0.008549186	0.007004407	0.014132843	0.025004103	1.053411322	0.017042767	0	0	0.407540294	0.70483188	13.57226878	0	0	0	0.004112392	0.032005266	0.410493838
Or4	110.1573849	135.2596173	111.9772291	0	0.009381793	0.093753582	0.063141747	0.182673198	0.018739921	0.01999132	0.015493468	0.042430717	0.0208583	0.023381058	0.037229652	25.70884876	0.008458549	0.044546396	0.462837252	15.71467956	14.29832055	52.70307542	0	0.083485363	0.027916946	0.032656581	0.015884633	12.43091385
Or40	0.705799007	0.479299547	0.470971277	0	0	0	0	0	0.046098124	0.017882348	0	0	0	0.012548688	0.02220141	0.161985487	0.015132439	0	0	0.006958846	0.014386849	0.256014466	0	0	0.012485948	0.021908619	0.071044371	0
Or41	10.12141733	13.61625437	9.143207234	0.008474866	0	0	0.016306298	0.00370001	0.004839564	0	0	0	0	0	0	0.07241223	0.043688197	0.009203253	0	0.048217349	0	6.440981388	0	0.028746725	0	0	0	0.012951181
Or42	3.344961346	3.14008935	2.595754063	0	0.009892201	0	0.008322125	0	0	0	0	0.002982611	0	0	0	0.006159408	0	0.018788027	0	0.016405567	0	1.584339745	0	0.02934254	0	0	0	0
Or43	1.65111658	1.902066546	1.594592485	0	0	0	0.016687481	0.007573006	0	0	0	0	0	0.004943426	0.01311903	0	0	0	0	0	0	0.853658625	0.005158012	0	0	0	0	0
Or44	7.499089702	9.670037266	7.190832436	0	0	0.008986751	0.008322125	0.022660161	0.029639181	0.010539465	0.032672791	0.005965223	0.003665517	0.01479188	0	0.104710254	0	0.018788027	0	0.065622229	0	2.823789834	0.005144649	0	0.044153598	0.034433295	0	0.00660979
Or45	9.598176528	11.07848802	8.815383346	0	0	0	0.00834374	0.003786503	0.004952696	0	0	0	0	0	0	0.172911187	0.053651405	0.037673523	0	0.032896329	0.017002659	4.938258048	0	0	0	0	0	0.013253917
Or47	74.64294526	69.13622393	71.16992017	0.108411979	0.01983579	0.522584892	0.625779908	0.537682894	0.341735752	0.422673343	0.098272737	0.19138283	0.172726585	0.252114656	0.288618631	27.20264211	1.582714528	1.798912918	0.661974782	20.03387925	17.75078136	26.94971355	0.07737015	1.779830118	0.619756364	0.099252786	0.839615484	16.26914922
Or48	1.024993446	1.087082391	1.360388277	0.042054027	0.028854317	0.113590635	0.145647541	0.165242315	0.537935512	0.471383025	0.190604719	0.130498645	0.171069934	0.287640193	0.330784642	0.173673233	0.008671613	0.091336984	0.411695447	0.207363076	0.140154145	0.806898368	0.685287935	0.370882449	0.357752761	0.138101906	0.211701557	0.199226137
Or49	0.124504506	0.095288857	0.147523942	0.006300165	0.014408996	0.013090116	0.072732122	0.044009103	0	0.030703603	0	0.01303343	0.026695992	0.021545844	0.019059695	0.071774505	0	0	786.167949	175.85368	171.691116	0.062796107	0	0	0	0.012538891	0.024396361	52.66428258
Or50	9.814846284	9.91361595	11.50774129	0	0	0.009057141	0	0.011418808	0.004978558	0.010622017	0	0	0.003694228	0.009938456	0.013187534	0.099322792	0.035954386	0.009467572	0	0.140539531	0.085457313	6.245787956	0	0	0	0.004337873	0	0.139892577
Or51	3.533635271	5.867609341	7.353544417	0	0	0	0.008243814	0.011223483	0	0	0	0	0	0	0	0.091521589	0	0.05583355	0	0.073130383	0.04199762	2.679777329	0	0	0	0	0	0.09166633
Or52	65.70600246	100.7885746	69.2737219	0	0	0.032880453	0.038060914	0.124362247	0.004518452	0	0	0	0	0	0	0.146482638	0	0	0	0.157563319	0.015511914	8.182458361	0.004705766	0	0	0	0	0
Or54	8.054024267	7.994007386	9.305443573	0.004216026	0	0	0.00811197	0.003681322	0.019260474	0.010273317	0	0.008721872	0.014291806	0.009612217	0	0.480308924	0.034774012	0.036627048	0	0.215882759	0.148773097	3.37231488	0	0	0.014346225	0.016781854	0	0.161071724
Or55	5.227505112	5.274615867	6.001681635	0.029737466	0.019431995	0.194186947	0.138956135	0.096444963	0.10188938	0.134572612	0.096272303	0.070307682	0.050403185	0.193711841	0.089963834	2.038746147	0.946065431	0.931894285	0.007048902	0.700930398	0.616291684	2.297129757	0.025265089	0.345837859	0.130101591	0.097232389	0.16450486	0.636221426
Or57	1.402664634	2.992681858	2.879158676	0	0	0.010897017	0	0	0.011979813	0.012779783	0.009904457	0	0.013334031	0.01195739	0	0.059749451	0.043258143	0.011390823	0.069618063	0.139249686	0.154225607	2.156353502	0	0	0.05353918	0.010438144	0.020309031	0.136251581
Or58	2.08877035	1.902395046	1.360388277	0	0	0.008737751	0.02427459	0.018360237	0	0.010247443	0.015883718	0.002899971	0	0.004794004	0	0.035932437	0.043358024	0	0.15351334	0.12760793	0.090687913	1.519482448	0	0.014264733	0	0.004184902	0	0.109252917
Or59	38.11553248	45.44954153	52.53828028	0	0	0	0.015406914	0.031463368	0	0	0	0	0	0	0	0	0.008255709	0.043478153	0	0.068336803	0.007848953	7.442539013	0	0	0	0	0	0
Or6	14.97258948	15.14286857	11.08257334	0.079502221	0.019139797	0.069551552	0.032203871	0.043843657	0.009557834	0	0.015804113	0.008656287	0.01418434	0.009539944	0.012658713	8.741447091	4.400352751	0.490747791	0.166630137	4.880342583	4.429651097	10.33282362	0	0	0	0	0	4.354607113
Or60	0	0.005531555	0	0.004023003	0	0	0.015481196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013646017	0	0.008006794	0	0
Or61	0.015636826	0.005439795	0.006862174	0.007912536	0.00904831	0	0.007612175	0	0	0	0.007471371	0.010912689	0.010058463	0.013529983	0.023937581	0.005633957	0	0.008592603	0	0	0.007755947	0	0	0	0.040387026	0.007873954	0	0.296249812
Or62	13.46981134	9.504857737	6.301895291	0.329934359	0.209102272	0.10737015	0.053538939	0.048593404	1.470951336	1.162352242	0.870806585	0.693513726	0.700707279	1.101148267	1.070293875	0.611364626	0.065573813	0.04316759	0.277021874	1.138350185	0.71694464	0.554699257	0.208039561	0.337089056	1.055062843	0.597314691	0.754255566	0.72289028
Or63	18.39695483	17.18286501	15.31783865	0.008265084	0	0.008586355	0	0.010825284	0.141593191	0.120838592	0.007804262	0.019948075	0.010506628	0.056531264	0.025004103	0.011769992	0	0.008975452	0	0.125397013	0.048609129	3.748337687	0	0.07008795	0.112497212	0.004112392	0.080012932	0.126305873
Or64	25.41381492	21.81942717	19.22040595	0	0	0	0.015746754	0.021438282	0.028041026	0	0	0.005643565	0.003467864	0.009329521	0.024758936	0.052445554	0	0	0	0.108646572	0.04011049	3.660601986	0	0.027760327	0	0	0	0.012506782
Or66	0.028199752	0.047089085	0.003712615	0	0	0	0	0	0	0	0	0	0	0.004880049	0	0	0	0	0	0	0	5.610981212	0	0.029041489	0	0	0	0
Or67	3.85482517	4.104248146	3.345571917	0.223449263	0.019284796	2.50530663	2.547158494	3.346324078	0.380394538	0.421206826	0.278666904	0.197696005	0.182220889	0.29317285	0.242337662	0.174112316	1.808248599	6.53793148	0.608608879	0.271851716	0.256221316	2.615908504	0.110324129	4.84795117	0.229539501	0.163623384	0.293865545	0.721601323
Or68	0.065041357	0.172786671	0.105090882	0	0.010264482	0.018649872	0.034541263	0	0.005125771	0.010936105	0	0	0.007606912	0.005116177	0	0	0	0	0	0	0	0	0.005338262	0	0	0	0.017379144	0
Or69	48.72697252	44.0623365	36.56183228	0	0	0	0	0.022660169	0	0	0	0	0	0	0	0.147825713	0.044593642	0.009393992	0	0.098433439	0.025437877	16.84573637	0	0	0	0.004304159	0	0
Or70	0.017095221	0	0.015004367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032333421	0	0	0	0	0	0
Or71	38.50322847	49.88504401	61.64097372	0.016053336	0.027536411	0.041693246	0.023165909	0.115643027	0.087088879	0.058676453	0.030316462	0.135608526	0.115639958	0.096075993	0.060707037	12.8706653	0	0.017433034	1.93116217	6.294498653	4.901642254	21.55124152	0	0.027226354	0.013656499	0.031950129	0.015540971	4.532374421
Or72	11.8535876	13.25308667	13.83990089	0.047815088	0.009113101	0.024836889	0.015333364	0.034792425	0	0	0.015049739	0	0.003376825	0	0.024108955	0	0.032865192	0.069232932	0	0.04534044	0.031245885	1.836860858	0.018957845	0.013515743	0	0	0.030859402	0.00608921
Or73	0.060137652	0.051351309	0.01799402	0	0	0.017243829	0.03992135	0.010870111	0.004739321	0	0	0	0.003516708	0	0	0	0	0	0.013770763	0.015739547	0.01627014	0.051701373	0.009871582	0	0	0	0	0
Or74	0.027563692	0.069040456	0.003628871	0	0	0.008693949	0.064407781	0.007307269	0.009557834	0.010196073	0	0	0	0	0	0	0	0.009087922	0	0	0.016406035	0.062559972	0	0.014193225	0	0	0	0.006394434
Or75	0.005669027	0.023665953	0	0	0	0.026821251	0.057954592	0	0	0	0	0.005934463	0.003646624	0.004905205	0.013017599	0	0	0.009345573	0	0	0	0	0	0.043786781	0	0	0	0.006575722
Or76	5.536286734	5.508229374	4.982660651	0.004359128	0	0	0.02516189	0.003806275	0	0	0	0.003005973	0	0.004969239	0	0.006207653	0	0.018935101	0	0.016534029	0	1.183984531	0	0.029572235	0	0	0	0.006661563
Or77	2.372646332	2.808316436	1.951383118	0.029661975	0	0	0.008153149	0.01110003	0.004839564	0	0	0	0	0	0	0	1.013566324	3.791741356	0.02812402	0	0	2.333534763	0	0	0	0	0	0
Or78	14.75688974	14.05337924	13.84887944	0.004153097	0	0.008629064	0.031963553	0.079780276	0.009486501	0.020239954	0.007843081	0.040094568	0.045755121	0.018937484	0.012564237	0.017742755	0	0.054120553	0	0.070886704	0.048850913	2.256049475	0.014819645	0	0.014132093	0	0	0.012693389
Or79	17.52441612	40.16710227	40.72088548	0	0	0.026279439	0.024335891	0.051538515	0	0	0	0	0	0	0	0.072046406	0	0	0	0.103943231	0.123977679	9.83328289	0	0.057202951	0	0	0	0.057985821
Or8	0.02599979	0.021707696	0.010268914	0	0	0.049203959	0.030376731	0.034463444	0	0.019235092	0.007453711	0	0	0.004499335	0	0.247308418	0	0.008572293	525.6207939	91.41020036	83.08640935	0.039340345	0	0.040163867	0	0	0	34.71808155
Or80	16.24987534	17.2088213	14.48263641	0.003946917	0	0.041003368	0.04556502	0.051695162	0.036062176	0.125028367	0.029814883	0.038104086	0.036793769	0.013497981	0.083583368	0.089930593	0.008138601	0.077150659	0.039293879	0.074852804	0.061900979	9.972767391	0	0.040163731	0.040291583	0.011782995	0	0.012063224
Or81	12.6137101	12.28850296	9.49382152	0.237376483	0.38907772	0.542527374	0.700321188	0.535448694	0.433771761	0.260289715	0.500582664	0.289186121	0.15422951	0.315699841	0.215438226	4.952248181	0.057105246	0.103111254	0.584241195	3.361348017	2.986043919	6.703717968	0.583515324	1.972689121	0.188472771	0.259841021	0.214480298	2.515104687
Or82	48.7538954	41.97419455	37.39646375	0.02396477	0.018269846	0.016597534	0.007685021	0.04882596	0.036493571	0.029197885	0.015085777	0.046822708	0.071082996	0	0	4.089584523	0.032943787	0.017349663	0.735632158	3.113256843	2.270753786	11.83377969	0.004750798	0.149028813	0	0.02782258	0	2.612415545
Or84	234.7749931	288.4354114	228.8479193	0	0	0.207966827	0.077034483	0.314634027	0	0.00975596	0.007560964	0	0	0	0	0.159642566	0	0	0	0.379648904	0.031395773	21.77890229	0	0.027161115	0	0	0	0.006118418
Or85	20.14964719	23.09905373	19.86460705	0	0	0.041593343	0.007703457	0.076910448	0	0	0	0.002760884	0	0	0	0	0	0	0	0.060743825	0	3.631478231	0	0.027161115	0	0	0	0
Or86	4.618600741	4.874727833	4.422861815	0	0	0.008239636	0.007630264	0.010388161	0.054350268	0.048316276	0	0	0	0.031644946	0.035991679	0.220246645	0	0.051678171	0	0.142895998	0.124389981	0.760898935	0	0	0.013494315	0	0.015356407	0.151507116
Or87	99.68504634	118.9226492	111.2171886	0	0	0.016324172	0.015116917	0.164645821	0.008973122	0.009572315	0	0	0	0.017912664	0.0118843	0.072724495	0	0	0.795216346	0.335251696	0.138621689	7.75272229	0	0	0	0	0	0.090048614
Or88	86.07401528	95.11283107	49.9125304	0.01632806	0	0.025444128	0.023562414	0.04277176	0	0	0	0.002814885	0.003459388	0	0	0.325530145	0.016834371	0.017731424	0.027092584	0.286435827	0.016004947	2.11572003	0	0.05538474	0	0	0.031613872	0.01247618
Or89	0.010499195	0.005478747	0.024189566	0	0.018226201	0.008278963	0.030666728	0.010437734	0.009101613	0	0.015049739	0.002747704	0.016884123	0.013626865	0.012054478	0.034045795	0.024648842	0.03461652	0	0.02267022	0.015622967	0	0.023697277	0	0.040676166	0.003965168	0.015429701	0.00608921
Or9	0.011638007	0.012146015	0.003830474	0.017667139	0	0.073415626	0.042491254	0.015426496	0	0	0	0	0	0	0	0	0.34608446	1.323806841	0	0.008376384	0.008658758	0	0	0.059926962	0.015029372	0	0	0.006749677
Or90	0.14876393	0.288335622	0.164377334	0.032261754	0.009223162	0.041894803	0.046555599	0.077467861	0.244105817	0.265319637	0.350324297	1.451624301	0.905666262	0.027582908	0.024400125	0.241198638	0	0.035034571	0.013382738	0.160607691	0.14230471	0.140684397	0	0.164147615	0.21955967	0.618010451	0.140544423	0.147906074
Or91	28.19989038	22.26947166	19.92099859	0	0	0	0	0.010462719	0	0	0	0	0	0	0	0	0	0.008674831	0.09278243	0.068173404	0.015660338	4.190088945	0	0	0	0	0	0.018311357
Or92	3.364782653	2.790756513	2.163264707	0	0	0.016505372	0.030569414	0.003468206	0	0	0	0	0	0	0	0	0	0	0.085676916	0.037663882	0	0.049487431	0	0	0	0	0	0.006069891
Or93	3.432192781	4.252947599	2.96928832	0	0	0.0167579	0.007759275	0.010563811	0	0	0	0	0	0	0	0	0.781659844	0.604347192	0.1605928	0	0.031623309	0.763715584	0	0.041036946	0	0	0	0
Or94	42.0364467	35.14918441	31.33662527	0	0	0.033515884	0	0.056340222	0.004605768	0.009826649	0.022847286	0.030589785	0	0.004597147	0	0.344569891	0	0	0	0.198847696	0.09486984	1.738457888	0	0.027358021	0	0.012039174	0.046848167	0.04930205
Or95	6.481576592	8.409769459	7.537598152	0.004042487	0	0.016798486	0.038890314	0.003529793	0	0	0	0.005575261	0.003425884	0.009216561	0.01222961	0.040297157	0	0.017559765	0	0.015333093	0.007924972	1.480762269	0.004808318	0	0	0.020113852	0	0.006177676
Or96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Or97	15.74817284	16.62419527	13.80281909	0	0	0.024428781	0.007540707	0.010266226	0.00447603	0.019099693	0.007401225	0	0.009964032	0	0	0	0	0	0	0.044595381	0.007683129	0.820328868	0	0	0	0.003900014	0	0
Or99	2.166672481	2.593280031	1.960648658	0	0	0	0.00801082	0	0.009510161	0	0	0	0	0.00949236	0	0	0	0.036170368	0	0.007895943	0	1.338331695	0	0.16946934	0	0	0	0.012725078
Orco	2823.556979	3344.357579	3553.895534	0.167303283	0.055801027	1.006628526	0.657222127	2.942998383	3.948923977	3.56713175	2.007600133	2.783281761	2.593472319	3.468706797	3.711678124	63.42409219	0.661215213	0.802430166	1679.326664	331.6067134	305.4699588	696.3329377	0.310934565	0.508377268	2.858342437	3.378306396	2.820864935	140.3576419
